  0 816.6  38.4 3.4 2067
  1 813.3  41.7 3.4 2064
  2 809.8  45.2 3.4 2066
  3 806.5  48.5 3.4 2065
  4 803.0  52.0 3.4 2867
  5 799.7  55.3 3.4 2864
  6 796.2  58.8 3.4 2866
  7 792.9  62.1 3.4 2865
  8 787.9  67.1 3.4 2355
  9 784.6  70.4 3.4 2352
 10 781.2  73.8 3.3 2354
 11 777.9  77.1 3.3 2353
 12 774.5  80.5 3.3 2003
 13 771.2  83.8 3.3 2000
 14 767.7  87.3 3.3 2002
 15 764.4  90.6 3.3 2001
 16 759.6  95.4 3.3 2611
 17 756.4  98.6 3.3 2608
 18 753.0 102.0 3.3 2610
 19 749.8 105.2 3.3 2609
 20 746.4 108.6 3.3 2323
 21 743.1 111.9 3.3 2320
 22 739.7 115.3 3.3 2322
 23 736.5 118.5 3.2 2321
 24 731.8 123.2 3.2 2291
 25 728.6 126.4 3.2 2288
 26 725.3 129.7 3.2 2290
 27 722.1 132.9 3.2 2289
 28 718.8 136.2 3.2 2579
 29 715.6 139.4 3.2 2576
 30 712.3 142.7 3.2 2578
 31 709.1 145.9 3.2 2577
 32 704.6 150.4 3.2 2035
 33 701.5 153.5 3.2 2032
 34 698.2 156.8 3.2 2034
 35 695.1 159.9 3.2 2033
 36 691.8 163.2 3.1 2643
 37 688.7 166.3 3.1 2640
 38 685.5 169.5 3.1 2642
 39 682.4 172.6 3.1 2641
 40 678.0 177.0 3.1 2931
 41 675.0 180.0 3.1 2928
 42 671.8 183.2 3.1 2930
 43 668.7 186.3 3.1 2929
 44 665.6 189.4 3.1 2899
 45 662.5 192.5 3.1 2896
 46 659.4 195.6 3.1 2898
 47 656.3 198.7 3.1 2897
 48 652.2 202.8 3.1 2071
 49 649.2 205.8 3.0 2068
 50 646.1 208.9 3.0 2070
 51 643.1 211.9 3.0 2069
 52 640.0 215.0 3.0 2871
 53 637.1 217.9 3.0 2868
 54 634.0 221.0 3.0 2870
 55 631.0 224.0 3.0 2869
 56 627.1 227.9 3.0 2359
 57 624.2 230.8 3.0 2356
 58 621.2 233.8 3.0 2358
 59 618.3 236.7 3.0 2357
 60 615.3 239.7 3.0 2007
 61 612.4 242.6 3.0 2004
 62 609.4 245.6 2.9 2006
 63 606.5 248.5 2.9 2005
 64 602.7 252.3 2.9 2615
 65 599.9 255.1 2.9 2612
 66 597.0 258.0 2.9 2614
 67 594.2 260.8 2.9 2613
 68 591.2 263.8 2.9 2327
 69 588.4 266.6 2.9 2324
 70 585.5 269.5 2.9 2326
 71 582.8 272.2 2.9 2325
 72 579.2 275.8 2.9 2295
 73 576.4 278.6 2.9 2292
 74 573.6 281.4 2.9 2294
 75 570.8 284.2 2.9 2293
 76 568.0 287.0 2.8 2583
 77 565.3 289.7 2.8 2580
 78 562.5 292.5 2.8 2582
 79 559.8 295.2 2.8 2581
 80 556.4 298.6 2.8 2039
 81 553.7 301.3 2.8 2036
 82 550.9 304.1 2.8 2038
 83 548.3 306.7 2.8 2037
 84 545.5 309.5 2.8 2647
 85 542.9 312.1 2.8 2644
 86 540.2 314.8 2.8 2646
 87 537.5 317.5 2.8 2645
 88 534.3 320.7 2.8 2935
 89 531.7 323.3 2.7 2932
 90 529.0 326.0 2.7 2934
 91 526.4 328.6 2.7 2933
 92 523.8 331.2 2.7 2903
 93 521.2 333.8 2.7 2900
 94 518.6 336.4 2.7 2902
 95 516.0 339.0 2.7 2901
 96 512.9 342.1 2.7 2075
 97 510.4 344.6 2.7 2072
 98 507.8 347.2 2.7 2074
 99 505.3 349.7 2.7 2073
100 502.8 352.2 2.7 2875
101 500.3 354.7 2.7 2872
102 497.7 357.3 2.6 2874
103 495.3 359.7 2.6 2873
104 492.3 362.7 2.6 2363
105 489.9 365.1 2.6 2360
106 487.4 367.6 2.6 2362
107 484.9 370.1 2.6 2361
108 482.5 372.5 2.6 2011
109 480.0 375.0 2.6 2008
110 477.6 377.4 2.6 2010
111 475.2 379.8 2.6 2009
112 472.4 382.6 2.6 2619
113 470.0 385.0 2.6 2616
114 467.6 387.4 2.6 2618
115 465.2 389.8 2.5 2617
116 462.8 392.2 2.5 2331
117 460.5 394.5 2.5 2328
118 458.1 396.9 2.5 2330
119 455.8 399.2 2.5 2329
120 453.1 401.9 2.5 2299
121 450.8 404.2 2.5 2296
122 448.4 406.6 2.5 2298
123 446.1 408.9 2.5 2297
124 443.8 411.2 2.5 2587
125 441.5 413.5 2.5 2584
126 439.2 415.8 2.5 2586
127 437.0 418.0 2.5 2585
128 434.4 420.6 2.4 2043
129 432.2 422.8 2.4 2040
130 429.9 425.1 2.4 2042
131 427.7 427.3 2.4 2041
132 425.4 429.6 2.4 2651
133 423.2 431.8 2.4 2648
134 421.0 434.0 2.4 2650
135 418.8 436.2 2.4 2649
136 416.4 438.6 2.4 2939
137 414.2 440.8 2.4 2936
138 412.0 443.0 2.4 2938
139 409.8 445.2 2.4 2937
140 407.7 447.3 2.4 2907
141 405.5 449.5 2.4 2904
142 403.4 451.6 2.3 2906
143 401.3 453.7 2.3 2905
144 398.9 456.1 2.3 2079
145 396.8 458.2 2.3 2076
146 394.7 460.3 2.3 2078
147 392.6 462.4 2.3 2077
148 390.4 464.6 2.3 2879
149 388.4 466.6 2.3 2876
150 386.3 468.7 2.3 2878
151 384.2 470.8 2.3 2877
152 382.0 473.0 2.3 2367
153 379.9 475.1 2.3 2364
154 377.9 477.1 2.3 2366
155 375.8 479.2 2.2 2365
156 373.8 481.2 2.2 2015
157 371.8 483.2 2.2 2012
158 369.7 485.3 2.2 2014
159 367.8 487.2 2.2 2013
160 365.6 489.4 2.2 2623
161 363.6 491.4 2.2 2620
162 361.6 493.4 2.2 2622
163 359.6 495.4 2.2 2621
164 357.6 497.4 2.2 2335
165 355.7 499.3 2.2 2332
166 353.7 501.3 2.2 2334
167 351.8 503.2 2.2 2333
168 349.7 505.3 2.1 2303
169 347.8 507.2 2.1 2300
170 345.8 509.2 2.1 2302
171 343.9 511.1 2.1 2301
172 342.0 513.0 2.1 2591
173 340.1 514.9 2.1 2588
174 338.2 516.8 2.1 2590
175 336.3 518.7 2.1 2589
176 334.3 520.7 2.1 2047
177 332.4 522.6 2.1 2044
178 330.6 524.4 2.1 2046
179 328.7 526.3 2.1 2045
180 326.8 528.2 2.1 2655
181 325.0 530.0 2.0 2652
182 323.1 531.9 2.0 2654
183 321.3 533.7 2.0 2653
184 319.4 535.6 2.0 2943
185 317.6 537.4 2.0 2940
186 315.7 539.3 2.0 2942
187 313.9 541.1 2.0 2941
188 312.1 542.9 2.0 2911
189 310.3 544.7 2.0 2908
190 308.5 546.5 2.0 2910
191 306.8 548.2 2.0 2909
192 304.9 550.1 2.0 2083
193 303.2 551.8 2.0 2080
194 301.4 553.6 1.9 2082
195 299.6 555.4 1.9 2081
196 297.9 557.1 1.9 2883
197 296.1 558.9 1.9 2880
198 294.4 560.6 1.9 2882
199 292.7 562.3 1.9 2881
200 290.9 564.1 1.9 2371
201 289.2 565.8 1.9 2368
202 287.4 567.6 1.9 2370
203 285.8 569.2 1.9 2369
204 284.0 571.0 1.9 2019
205 282.4 572.6 1.9 2016
206 280.7 574.3 1.9 2018
207 279.0 576.0 1.9 2017
208 277.3 577.7 1.8 2627
209 275.6 579.4 1.8 2624
210 273.9 581.1 1.8 2626
211 272.3 582.7 1.8 2625
212 270.6 584.4 1.8 2339
213 269.0 586.0 1.8 2336
214 267.3 587.7 1.8 2338
215 265.8 589.2 1.8 2337
